stopdate,stoptime,streetnbr,streetdir,street,Min,sex,race,ethnic,Year of birth,enfaction,rpmainid
 09/04/2018,1145,200 BLK,,FOOTHILLS PARKWAY,5,M,A,N,1956,N,8866
 09/04/2018,1215,200 BLK,,FOOTHILLS PARKWAY,5,M,W,N,1989,N,8867
 09/04/2018,1423,1600 BLK,,LEHIGH ST,5,M,B,N,1990,Y,8868
 09/04/2018,1450,3249,,30TH ST/ONEAL PKWY,10,M,W,N,1992,N,8869
 09/04/2018,1208,1280,,EUCLID AVE,14,M,U,N,1988,Y,8870
 09/04/2018,709,1135,,13TH ST,16,M,W,N,1998,N,8871
 09/04/2018,1210,5800,,S. BOULDER RD,50,M,W,N,1957,N,8872
 09/04/2018,1148,1003,,BROADWAY/16TH ST,8,M,B,N,1993,N,8873
 09/04/2018,1222,1003,,BROADWAY/16TH ST,8,M,W,N,1997,Y,8874
 09/04/2018,1240,1003,,BROADWAY/16TH ST,8,F,W,N,1999,Y,8875
 09/04/2018,1337,1003,,BROADWAY/16TH ST,8,M,W,N,1993,N,8876
 09/04/2018,1051,1399,,GILLASPIE DR/EMERSON AVE,10,M,W,N,2000,Y,8877
 09/04/2018,1138,1699,,GILLASPIE DR/KITTRELL CT,10,M,W,N,2000,Y,8878
 09/04/2018,1158,3699,,ENDICOTT DR/GILLASPIE DR,10,M,W,N,1957,Y,8879
 09/04/2018,1214,1449,,GILLASPIE DR/ENDICOTT DR,10,M,W,N,2002,Y,8880
 09/04/2018,2116,1499,,17TH ST/ARAPAHOE AVE,2,M,W,N,1967,Y,8881
 09/01/2018,1550,2900,,COLORADO AVE,10,F,W,N,1988,N,8882
 09/05/2018,910,1899,,9TH ST/WALNUT ST,15,M,A,N,1988,Y,8883
 09/05/2018,900,1200,,CANYON BLVD,15,M,W,N,1992,N,8884
 09/05/2018,1233,1777,,BROADWAY,15,M,W,N,1962,N,8885
 09/05/2018,1042,1198,,28TH ST/COLORADO AVE,10,F,W,N,1996,Y,8886
 09/05/2018,1030,1369,,28TH ST/TAFT DR,10,F,W,N,1956,Y,8887
 09/05/2018,839,2799,,13TH ST/BALSAM AVE,10,M,W,H,1997,Y,8888
 09/05/2018,829,2799,,BROADWAY/BALSAM AVE,10,F,W,N,1990,Y,8889
 09/05/2018,812,3199,,BROADWAY/FOREST AVE,10,M,W,N,1973,Y,8890
 09/05/2018,1217,1599,,GREENBRIAR BLVD/CHAMBERS DR,10,M,W,N,1958,Y,8891
 09/05/2018,1044,3698,,TABLE MESA DR/S BROADWAY,10,F,W,N,1974,Y,8892
 09/05/2018,1122,1599,,GREENBRIAR BLVD/CHAMBERS DR,10,F,B,N,1991,N,8893
 09/05/2018,1145,1599,,GREENBRIAR BLVD/CHAMBERS DR,10,F,W,N,1970,Y,8894
 09/05/2018,1203,1599,,GREENBRIAR BLVD/CHAMBERS DR,10,F,W,N,2000,N,8895
 09/05/2018,1107,1599,,GREENBRIAR BLVD/CHAMBERS DR,10,F,W,H,2001,Y,8896
 09/05/2018,1300,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1982,Y,8897
 09/05/2018,955,,,"US HWY 36, MM38.6",10,M,B,N,1997,N,8898
 09/05/2018,1011,,,"US HWY 36, MM38.6",10,M,A,N,1997,N,8899
 09/05/2018,1145,,,"US HWY 36, MM38.6",10,M,W,N,1981,N,8900
 09/05/2018,1333,,,FOOTHILLS/ARAPAHOE AV,10,M,W,N,1951,N,8901
 09/05/2018,810,2099,,PINE ST/21ST ST,2,M,W,N,1988,Y,8902
 09/05/2018,833,2399,,PINE ST/24TH ST,8,F,W,N,1968,Y,8903
 09/05/2018,1155,,,FOOTHILLS NB ON RP @ PEARL/PEARL PKWY,10,F,W,N,1977,N,8904
 09/05/2018,1510,3099,,PEARL PKWY/JUNCTION PL,5,M,W,N,1946,N,8905
 09/05/2018,1515,1398,,FOOTHILLS PKWY/COLORADO AVE,5,M,W,N,1938,N,8906
 09/05/2018,1530,1899,,NORWOOD AVE/19TH ST,10,M,W,N,1981,Y,8907
 09/05/2018,1628,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,M,W,N,1937,N,8908
 09/05/2018,1642,3199,,COLORADO AVE/33RD ST,10,M,W,H,1997,,8909
 09/05/2018,1208,1599,,GILLASPIE DR/JUILLIARD ST,10,M,W,N,2001,Y,8910
 09/05/2018,1230,,,DARTMOUTH AVE/S BROADWAY,30,M,W,N,1991,N,8911
 09/05/2018,1111,1399,,GILLASPIE DR/EMERSON AVE,10,M,W,N,2002,N,8912
 09/05/2018,1149,1599,,GILLASPIE DR/JUILLIARD ST,10,M,W,N,2000,Y,8913
 09/05/2018,1608,,,S BOULDER RD/MANHATTAN DR,10,F,W,N,1987,Y,8914
 09/05/2018,1631,6300,,ARAPAHOE AVE,10,M,W,N,1957,N,8915
 09/05/2018,1647,6338,,ARAPAHOE AVE,10,M,W,N,1975,Y,8916
 09/05/2018,1710,6338,,ARAPAHOE AVE,10,M,B,N,1969,Y,8917
 09/06/2018,5,1500,,ARAPAHOE AVE,5,M,W,N,1972,N,8918
 09/06/2018,15,1300,,ARAPAHOE AVE,5,M,W,N,1962,N,8919
 09/06/2018,20,1300,,ARAPAHOE AVE,10,F,W,N,1992,N,8920
 09/06/2018,142,1999,,17TH ST/PEARL ST,5,M,W,N,1993,Y,8921
 09/06/2018,820,1799,,BROADWAY/CANYON BLVD,10,M,W,H,1990,Y,8922
 09/06/2018,808,2599,,BROADWAY/NORTH ST,10,F,W,N,1967,Y,8923
 09/06/2018,750,2799,,BROADWAY/BALSAM AVE,10,M,W,N,1990,Y,8924
 09/05/2018,1636,1199,,28TH FRONTAGE RD/COLORADO AVE,10,F,W,N,1995,N,8925
 09/05/2018,1802,3298,,TABLE MESA DR/YALE RD,10,M,W,N,1964,Y,8926
 09/05/2018,1546,3298,,TABLE MESA DR/YALE RD,10,M,W,N,1993,Y,8927
 09/05/2018,1535,3298,,TABLE MESA DR/YALE RD,10,F,W,N,1967,N,8928
 09/05/2018,1523,3298,,TABLE MESA DR/YALE RD,10,F,W,N,1980,Y,8929
 09/05/2018,1511,3298,,TABLE MESA DR/YALE RD,10,M,W,N,1970,Y,8930
 09/05/2018,1457,3298,,TABLE MESA DR/YALE RD,10,F,W,N,1972,Y,8931
 09/05/2018,1433,800,,FOOTHILLS PKWY,10,F,W,N,1993,N,8932
 09/05/2018,1244,39000,,US HIGHWAY 36,10,M,W,N,1993,N,8933
 09/05/2018,1224,1300,,LEHIGH ST,10,M,W,N,1989,N,8934
 09/05/2018,1149,3298,,TABLE MESA DR/YALE RD,10,M,W,N,1957,N,8935
 09/05/2018,1133,3298,,TABLE MESA DR/YALE RD,10,F,W,N,1959,N,8936
 09/05/2018,1101,2499,,MAPLETON AVE/FOLSOM ST,10,M,W,N,1994,N,8937
 09/05/2018,1041,2499,,MAPLETON AVE/FOLSOM ST,10,F,W,N,1982,Y,8938
 09/06/2018,1355,2995,,BASELINE,10,F,W,N,1983,N,8939
 09/06/2018,1236,2399,,PINE ST/24TH ST,8,F,W,N,1966,Y,8940
 09/06/2018,1207,1299,,17TH ST/ATHENS ST,10,M,W,N,1996,Y,8941
 09/06/2018,1155,1206,,17TH ST/HILLSIDE RD,10,M,W,N,1996,Y,8942
 09/06/2018,1139,1206,,17TH ST/HILLSIDE RD,5,F,W,N,1996,Y,8943
 09/06/2018,1119,1206,,17TH ST/HILLSIDE RD,10,F,W,N,1998,Y,8944
 09/06/2018,1058,2525,,ARAPAHOE AVE,10,F,W,N,1998,Y,8945
 09/06/2018,1049,,,FOOTHILLS PKWY/ARAPAHOE AVE,6,M,W,N,1996,N,8946
 09/06/2018,1024,1598,,FOOTHILLS PKWY/ARAPAHOE AVE,15,M,W,N,1989,N,8947
 09/06/2018,1943,2899,,BASELINE RD/29TH ST,10,M,W,H,1996,N,8948
 09/06/2018,2033,,,BASELINE RD/28TH ST,10,F,W,N,1984,N,8949
 09/06/2018,1700,1599,,BROADWAY/MARINE ST,10,F,W,,1961,Y,8950
 09/06/2018,1830,1100,,CANYON BLVD,10,F,W,N,1975,Y,8951
 09/06/2018,1845,,,CANYON/13TH STREET,10,M,B,,1977,N,8952
 09/06/2018,2049,249,,THUNDERBIRD DR/QUALLA DR,45,M,W,H,1945,N,8953
 09/07/2018,1,1099,,12TH ST/COLLEGE AVE,10,M,W,N,1997,Y,8954
 09/06/2018,2200,1599,,BROADWAY/MARINE ST,10,M,B,N,2000,Y,8955
 08/01/2018,2230,5399,,SPINE RD/LOOKOUT RD,5,M,W,N,1987,,8956
 09/06/2018,2310,1899,,11TH ST/WALNUT ST,10,F,W,N,1997,Y,8957
 09/06/2018,2320,1899,,BROADWAY/WALNUT ST,15,F,W,N,1982,N,8958
 09/06/2018,45,1999,,11TH ST/PEARL ST,5,M,W,N,1997,Y,8959
 09/07/2018,5,999,,10TH ST/EUCLID AVE,10,F,W,N,1998,Y,8960
 09/07/2018,5,999,,10TH ST/EUCLID AVE,20,F,W,N,1998,Y,8961
 09/06/2018,2237,899,,20TH ST/BROADWAY,10,M,W,N,1995,Y,8962
 09/06/2018,2214,2398,,CANYON BLVD/FOLSOM ST,5,M,W,N,1993,Y,8963
 09/06/2018,830,1650,,30TH ST,5,M,W,N,1977,N,8964
 09/05/2018,730,1135,,13TH ST,15,M,B,N,1989,N,8965
 09/06/2018,750,21ST,,PINE ST,90,M,W,H,1999,Y,8966
 09/05/2018,1818,1313,,COLLEGE AVE,10,M,W,N,1991,N,8967
 09/06/2018,2200,2200,,REGENT DR,10,M,W,N,1989,Y,8968
 09/07/2018,20,1200,,COLLEGE AVE,10,M,W,N,1994,Y,8969
 09/07/2018,230,2800,,ARAPAHOE AVE,20,M,W,H,1980,N,8970
 09/07/2018,230,2800,,ARAPAHOE AVE,20,M,W,N,1991,N,8971
 09/06/2018,1450,3298,,TABLE MESA DR/YALE RD,10,F,W,N,1939,Y,8972
 09/07/2018,1735,39000,,US HIGHWAY 36,10,M,W,N,1958,N,8973
 09/07/2018,1712,700,,FOOTHILLS PKWY,10,M,W,N,1958,Y,8974
 09/07/2018,1625,,,DIAGONAL HWY/FOOTHILLS PKWY,10,F,W,H,1998,N,8975
 09/07/2018,1614,,,DIAGONAL HWY/FOOTHILLS PKWY,10,M,W,N,1962,N,8976
 09/07/2018,1446,700,,FOOTHILLS PKWY,10,F,W,N,1963,Y,8977
 09/07/2018,1051,2499,,MAPLETON AVE/FOLSOM ST,10,M,W,N,1974,Y,8978
 09/07/2018,1505,1499,,19TH ST/ARAPAHOE AVE,10,F,W,N,1997,N,8979
 09/07/2018,1800,1000,,ROSEWOOD AVE,5,M,W,N,1961,N,8980
 09/07/2018,1900,2700,,IRIS AVE,5,M,W,N,1959,Y,8981
 09/07/2018,1900,,,27TH WAY/BASELINE RD,10,F,W,N,1962,Y,8982
 09/07/2018,1639,2800,,PEARL ST,10,F,W,N,1987,Y,8983
 09/08/2018,143,869,,16TH ST,20,M,W,N,1996,Y,8984
 09/08/2018,143,869,,16TH ST,20,M,W,N,1997,Y,8985
 09/08/2018,143,869,,16TH ST,20,M,W,N,1997,Y,8986
 09/07/2018,46,,,,15,M,W,N,1963,N,8987
 09/07/2018,2359,,,29TH ST/BASELINE RD,20,M,B,N,1993,Y,8988
 09/08/2018,1113,1670,,30TH ST,15,F,W,N,1958,Y,8989
 09/08/2018,1755,,,DIAGONAL HWY/FOOTHILLS PKWY,10,F,W,N,1987,N,8990
 09/08/2018,1737,,,DIAGONAL HWY/FOOTHILLS PKWY,10,M,W,N,1980,N,8991
 09/08/2018,1723,,,DIAGONAL HWY/FOOTHILLS PKWY,10,M,W,N,1992,Y,8992
 09/08/2018,1714,,,DIAGONAL HWY/FOOTHILLS PKWY,10,M,W,N,1995,Y,8993
 09/08/2018,1334,1199,,28TH FRONTAGE RD/COLORADO AVE,10,M,B,N,1996,N,8994
 09/08/2018,1301,,,DIAGONAL HWY/FOOTHILLS PKWY,10,M,W,N,1961,N,8995
 09/07/2018,1604,4500,,19TH ST,5,F,W,H,1994,Y,8996
 09/08/2018,1854,1207,,BROADWAY/PENNSYLVANIA AVE,5,M,W,N,1991,N,8997
 09/08/2018,2200,3500,,28TH ST,5,F,W,N,1995,N,8998
 09/09/2018,208,1499,,BROADWAY/GRANDVIEW AVE,5,M,W,N,1983,N,8999
 09/09/2018,1643,,,MOHAWK DR/BASELINE RD,5,M,W,N,1993,Y,9000
 09/09/2018,1827,,,SOUTH BOULDER RD/MANHATTAN CIR,10,M,W,N,1992,N,9001
 09/09/2018,1810,,,HWY 36 WB ON RP @ BASELINE EB/BASELINE RD,10,F,W,N,1998,N,9002
 09/09/2018,2310,2100,,FOLSOM ST,5,M,W,N,1967,Y,9003
 09/10/2018,230,1100,,WALNUT ST,5,M,W,H,1996,Y,9004
 09/08/2018,2329,1100,,10TH ST,15,M,W,N,1997,Y,9005
 09/09/2018,45,1100,,13TH ST,15,M,W,N,1998,Y,9006
 09/09/2018,220,900,,CANYON BLVD,15,M,W,N,1995,Y,9007
 08/05/2018,900,1299,,17TH ST/ATHENS ST,10,M,W,N,1997,N,9008
 09/10/2018,1413,3700,,DIAGONAL HWY,9,F,W,N,1958,Y,9009
 09/10/2018,1422,3700,,DIAGONAL HWY,9,F,W,N,1997,N,9010
 09/10/2018,1119,38000,,US HIGHWAY 36,15,M,A,N,1995,Y,9011
 09/10/2018,1138,38000,,US HIGHWAY 36,15,F,A,N,1998,N,9012
 09/09/2018,1911,2399,,28TH ST/MAPLETON AVE,10,M,W,N,1999,Y,9013
 09/07/2018,204,1539,,9TH ST/UNIVERSITY | MARINE ALLEY,17,M,W,N,1999,Y,9014
 09/10/2018,2227,2799,,BROADWAY/BALSAM AVE,12,F,W,N,1993,N,9015
 09/11/2018,919,2999,,CENTER GREEN CT/VALMONT RD,10,M,W,N,1963,N,9016
 09/11/2018,1230,1204,,MACKY DR/PLEASANT ST,10,M,W,H,1996,Y,9017
 09/11/2018,1148,1206,,17TH ST/HILLSIDE RD,10,F,W,N,1995,Y,9018
 09/11/2018,1214,1200,,17TH ST/UNIVERSITY AVE,10,M,W,N,1997,N,9019
 09/11/2018,1250,1299,,17TH ST/ATHENS ST,10,F,W,N,1987,Y,9020
 09/11/2018,1308,1299,,17TH ST/ATHENS ST,10,M,W,N,1996,Y,9021
 09/11/2018,1320,1299,,17TH ST/ATHENS ST,10,M,W,N,1996,Y,9022
 09/11/2018,1348,,,MOHAWK DR/BASELINE RD,10,F,W,N,1943,Y,9023
 09/11/2018,1358,500,,MOHAWK DRIVE,10,F,W,N,1984,N,9024
 09/11/2018,1615,1000,,CANYON BLVD,5,F,W,N,1970,Y,9025
 09/11/2018,927,1598,,S BROADWAY/CHAMBERS DR,8,F,W,N,1990,Y,9026
 09/11/2018,1025,1699,,EXPOSITION DR/ARNOLD DR,7,M,W,N,1942,Y,9027
 09/11/2018,1208,1373,,EISENHOWER DR/48TH ST,15,M,W,N,2001,Y,9028
 09/11/2018,1635,,,BASELINE RD/FOOTHILLS PKWY,10,M,W,N,1931,Y,9029
 09/11/2018,1709,,,DIAGONAL HWY/INDEPENDENCE RD,10,F,W,N,1960,N,9030
 07/20/2018,1830,BROADWAY,,CANYON,5,M,W,H,1988,N,9031
 09/11/2018,1650,30,,WALNUT,10,M,W,N,1971,Y,9032
 09/11/2018,2000,1480,,CANYON BLVD,15,F,W,N,1988,N,9033
 09/12/2018,9,1500,,30TH ST,20,M,W,N,1980,N,9034
 09/12/2018,113,4798,,ARAPAHOE AVE/48TH ST,18,M,W,N,1990,N,9035
 09/12/2018,701,2880,,DIAGONAL HWY,10,M,W,H,1957,N,9036
 09/12/2018,701,2880,,DIAGONAL HWY,10,F,W,H,1955,N,9037
 09/12/2018,701,2880,,DIAGONAL HWY,10,F,W,N,1960,N,9038
 09/11/2018,1245,200 BLK,,FOOTHILLS PARKWAY,5,M,W,N,1929,N,9039
 09/11/2018,1004,2500 BLK,,TABLE MESA DR,5,M,W,N,2001,Y,9040
 09/12/2018,751,699,,MANHATTAN DR/BASELINE RD,30,M,W,N,1884,N,9041
 09/12/2018,645,100,,PEARL ST,10,M,W,N,1990,N,9042
 09/12/2018,700,100,,PEARL ST,15,M,W,N,1981,N,9043
 09/12/2018,700,100,,PEARL ST,15,M,W,N,1992,N,9044
 09/12/2018,709,291,,ARAPAHOE AVE,16,M,W,,1992,N,9045
 09/12/2018,709,291,,ARAPAHOE AVE,16,F,W,N,1997,N,9046
 09/12/2018,801,880,,CANYON BLVD,4,,,,0,,9047
 09/12/2018,700,100,,PEARL ST,15,F,W,N,1984,N,9048
 09/12/2018,1030,1300,,COLLEGE AVE,10,M,W,N,1977,N,9049
 09/12/2018,907,698,,FOOTHILLS PKWY/BASELINE RD,10,F,W,N,1967,Y,9050
 09/12/2018,946,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1988,N,9051
 09/12/2018,1011,,,FOOTHILLS PKWY/VALMONT RD,10,M,A,N,1984,N,9052
 09/12/2018,1040,,,VALMONT/CENTER GREEN,10,M,W,N,1980,Y,9053
 09/12/2018,803,2700,,ARBOR GLEN PL/AMBER ST,8,M,W,N,1951,Y,9054
 09/12/2018,903,,,26TH ST/JAY RD,8,F,W,N,1979,Y,9055
 09/12/2018,933,2599,,IRIS AVE/N 26TH ST,12,M,W,N,1967,N,9056
 09/12/2018,1310,5399,,IDYLWILD TRL/LOOKOUT RD,9,F,W,N,1970,Y,9057
 09/12/2018,1330,6849,,LOOKOUT RD/IDYLWILD TRL,9,F,W,N,1970,N,9058
 09/12/2018,1359,6789,,LOOKOUT RD/DRY CREEK CT,10,F,W,N,1872,N,9059
 09/12/2018,1052,,,FOOTHILLS PKWY/PEARL PKWY,15,M,W,N,1994,N,9060
 09/12/2018,1246,200 BLK,,FOOTHILLS PKWY,15,M,W,N,1977,N,9061
 09/12/2018,1217,200 BLK,,FOOTHILLS PKWY,15,M,W,N,1992,N,9062
 09/12/2018,1450,3298,,TABLE MESA DR/YALE RD,10,M,W,N,1994,N,9063
 09/12/2018,1039,,,US36/MM 38.6,10,M,W,N,1987,Y,9064
 09/12/2018,1206,1515,,GREENBRIAR BLVD,10,M,W,N,2001,Y,9065
 09/12/2018,1218,3999,,GREENBRIAR BLVD/GILLASPIE DR,10,M,W,N,1970,N,9066
 09/12/2018,1239,,,BROADWAY/TABLE MESA DR,30,F,W,N,1997,Y,9067
 09/12/2018,1527,,,BROADWAY/EASTMAN AVE,10,F,W,N,1993,N,9068
 09/12/2018,1556,1699,,GILLASPIE DR/KITTRELL CT,10,F,A,N,1966,Y,9069
 09/12/2018,1642,,,DISCOVERY DR/COLORADO AVE,10,M,W,N,1985,Y,9070
 09/12/2018,1733,,,DIAGONAL HWY/47TH ST,10,F,W,N,1995,Y,9071
 09/12/2018,1435,3298,,TABLE MESA DR/YALE RD,10,M,B,N,1988,Y,9072
 09/12/2018,1158,3298,,TABLE MESA DR/YALE RD,10,M,W,N,1953,Y,9073
 09/12/2018,1131,3298,,TABLE MESA DR/YALE RD,10,F,W,N,1981,Y,9074
 09/12/2018,1148,3298,,TABLE MESA DR/YALE RD,10,M,W,N,1946,Y,9075
 09/12/2018,1052,2499,,MAPLETON AVE/FOLSOM ST,10,F,W,N,1969,N,9076
 09/12/2018,1004,,,WALNUT ST/30TH ST,10,M,W,N,1969,N,9077
 09/13/2018,103,870,,28TH FRONTAGE RD,44,M,U,N,1996,Y,9078
 09/13/2018,500,1236,,CANYON BLVD,5,M,W,N,1993,N,9079
 09/13/2018,520,1001,,ARAPAHOE AVE,10,M,W,N,1982,N,9080
 07/07/2018,2220,2000,,BROADWAY,5,F,W,N,1965,N,9081
 09/12/2018,2353,2200,,BROADWAY,5,M,W,N,1989,Y,9082
 09/12/2018,2321,2799,,28TH ST/BLUFF ST,10,M,W,N,1992,Y,9083
 09/13/2018,100,3000,,VALMONT RD,5,M,W,N,1965,Y,9084
 09/12/2018,2300,3199,,30TH ST/GLENWOOD DR,5,M,W,H,1995,Y,9085
 09/13/2018,25,2349,,BROADWAY/MAXWELL AVE,5,M,W,H,1999,Y,9086
 09/13/2018,717,,,,35,M,B,N,1995,N,9087
 09/13/2018,717,,,,35,F,B,N,1993,N,9088
 09/13/2018,1042,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1999,Y,9089
 09/13/2018,1025,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1982,Y,9090
 09/13/2018,956,,,FOOTHILLS PKWY/VALMONT RD,10,F,W,N,1964,N,9091
 09/13/2018,855,5500,,CENTRAL AVE/55TH ST,10,M,W,N,1985,N,9092
 09/13/2018,932,38000,,US HIGHWAY 36,5,M,W,N,1977,Y,9093
 09/13/2018,1139,38000,,US HIGHWAY 36,15,F,W,N,1989,N,9094
 09/13/2018,1209,38000,,US HIGHWAY 36,15,F,W,N,1980,N,9095
 09/13/2018,1240,38000,,US HIGHWAY 36,5,M,W,N,1986,N,9096
 09/13/2018,1209,1400,,GREENBRIAR BLVD/GREENBRIAR CT,10,M,W,N,1967,N,9097
 09/13/2018,1152,1400,,GREENBRIAR BLVD/GREENBRIAR CT,10,M,W,N,2002,Y,9098
 09/13/2018,1126,,,BROADWAY/LUDLOW,10,F,W,N,2001,N,9099
 09/13/2018,1109,,,GREENBRIAR BLVD/S BROADWAY,10,M,W,N,1960,Y,9100
 09/13/2018,1058,1400,,GREENBRIAR BLVD/GREENBRIAR CT,10,M,W,N,2001,N,9101
 09/13/2018,1317,2099,,FOLSOM ST/SPRUCE ST,10,M,W,N,1977,Y,9102
 09/13/2018,1227,900,,28TH ST,10,F,W,N,1966,N,9103
 09/13/2018,822,7499,,LOOKOUT RD/N 75TH ST,8,M,W,N,1977,Y,9104
 09/13/2018,839,7499,,LOOKOUT RD/N 75TH ST,9,M,W,N,1971,N,9105
 09/13/2018,857,7231,,DORAL DR/CLUBHOUSE DR,8,M,W,N,1988,N,9106
 09/13/2018,1227,,,27TH WAY/BROADWAY,15,M,W,H,2001,Y,9107
 09/13/2018,1552,1198,,28TH ST/COLORADO AVE,10,M,W,N,1994,Y,9108
 09/13/2018,1528,1199,,ARAPAHOE AVE/BROADWAY,10,F,W,N,2001,Y,9109
 09/13/2018,1508,1709,,15TH ST/ARAPAHOE | GROVE ALLEY,10,F,W,N,1965,Y,9110
 09/13/2018,1445,,,DIAGONAL HWY/INDEPENDENCE RD,10,M,W,N,1959,N,9111
 09/13/2018,1520,,,DIAGONAL HWY/INDEPENDENCE RD,10,F,A,N,1944,N,9112
 09/13/2018,1534,3298,,TABLE MESA DR/YALE RD,10,F,W,N,1985,N,9113
 09/13/2018,1522,3298,,TABLE MESA DR/YALE RD,10,M,W,N,1970,Y,9114
 09/13/2018,1507,3298,,TABLE MESA DR/YALE RD,10,F,W,N,1987,Y,9115
 09/13/2018,1456,3298,,TABLE MESA DR/YALE RD,10,F,W,N,1969,Y,9116
 09/13/2018,1410,,,27TH WAY/BASELINE RD,10,M,W,N,1954,N,9117
 09/13/2018,1353,39000,,US HIGHWAY 36,10,F,W,N,1992,N,9118
 09/13/2018,1232,39000,,US HIGHWAY 36,10,F,W,N,1960,N,9119
 09/13/2018,1148,3298,,TABLE MESA DR/YALE RD,10,F,A,N,1978,Y,9120
 09/13/2018,1132,3298,,TABLE MESA DR/YALE RD,10,F,W,N,1956,Y,9121
 09/13/2018,2155,2000,,PEARL ST,5,M,B,N,2000,Y,9122
 09/13/2018,2351,2900,,GLENWOOD DR,15,M,B,N,1994,Y,9123
 09/13/2018,1844,,,FOOTHILLS PKWY/SOUTH BOULDER RD,5,M,W,N,1968,N,9124
 08/25/2018,2250,2500,,CANYON BLVD,10,F,W,N,1992,N,9125
 09/01/2018,0,291,,ARAPAHOE AVE,10,M,W,N,1980,Y,9126
 08/31/2018,2221,2400,,EDGEWOOD DR,15,M,B,N,1978,Y,9127
 09/13/2018,2350,1575,,30TH ST,20,M,W,N,1962,N,9128
 09/07/2018,2220,,,27TH WAY/BASELINE RD,8,M,W,N,1987,N,9129
 09/07/2018,2353,,,BROADWAY/DARTMOUTH,7,M,W,N,1976,N,9130
 09/08/2018,0,,,27TH ST/S BROADWAY,15,M,A,N,1973,Y,9131
 09/08/2018,320,,,BASELINE RD/BROADWAY,15,M,W,H,1997,N,9132
 09/08/2018,630,1899,,38TH ST/WALNUT ST,7,M,W,N,1962,N,9133
 09/14/2018,855,1300,,COLLEGE AVE,10,M,W,N,1960,N,9134
 09/12/2018,940,2600,,WALNUT ST,10,F,W,H,1980,N,9135
 09/12/2018,1030,2600,,WALNUT ST,10,M,W,N,1973,N,9136
 09/14/2018,1048,,,30TH ST/DIAGONAL HWY,15,M,W,N,1968,N,9137
 09/14/2018,1048,,,30TH ST/DIAGONAL HWY,15,M,W,N,1972,N,9138
 09/14/2018,1048,,,30TH ST/DIAGONAL HWY,15,F,W,N,1991,N,9139
 09/14/2018,1718,1750,,14TH ST,20,F,W,N,1959,N,9140
 09/12/2018,2344,1206,,17TH ST/HILLSIDE RD,5,M,W,N,1989,N,9141
 09/12/2018,2115,,,28TH ST/HWY 36 EB ON RP @ BASELINE WB,5,M,W,N,1956,N,9142
 09/14/2018,222,,,FOOTHILLS PKWY/BASELINE RD,5,M,W,H,1951,N,9143
 09/14/2018,234,,,COLORADO AVE/28TH FRONTAGE RD,6,M,A,N,1980,N,9144
 09/14/2018,430,3099,,FOLSOM ST/FREMONT ST,5,F,A,N,1994,Y,9145
 09/14/2018,1659,BROADWAY,,ARAPAHOE RD,5,,,,0,,9146
 09/14/2018,1715,1480,,CANYON BLVD,10,,,N,1989,N,9147
 09/15/2018,200,1505,,33RD ST,10,M,W,N,1984,N,9148
 09/14/2018,1950,,,FOOTHILLS/PEARL,10,F,W,N,1990,Y,9149
 09/15/2018,209,1505,,33RD ST,10,,,,0,,9150
 09/15/2018,202,1575,,30TH ST,10,M,W,N,1967,N,9151
 09/15/2018,202,1575,,30TH ST,10,F,W,N,1971,N,9152
 09/15/2018,202,1575,,30TH ST,5,M,W,N,1962,N,9153
 09/14/2018,1515,1899,,ARAPAHOE AVE/19TH ST,10,M,A,N,1998,N,9154
 09/14/2018,1605,1499,,CANYON BLVD/15TH ST,10,M,W,N,1963,Y,9155
 09/14/2018,1815,2999,,28TH ST/VALMONT RD,15,M,W,N,1971,N,9156
 09/14/2018,1530,3298,,TABLE MESA DR/YALE RD,10,F,W,N,1998,Y,9157
 09/14/2018,1134,3298,,TABLE MESA DR/YALE RD,10,F,W,N,1968,Y,9158
 09/15/2018,1310,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1977,N,9159
 09/15/2018,1155,,,FOOTHILLS PKWY/VALMONT RD,10,F,W,N,1977,N,9160
 09/15/2018,1215,,,FOOTHILLS PKWY/VALMONT RD,10,F,W,N,1980,N,9161
 09/15/2018,1245,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1952,N,9162
 09/15/2018,1225,2999,,47TH ST/VALMONT RD,10,M,W,N,1996,Y,9163
 09/14/2018,2024,899,,30TH ST/E AURORA AVE,10,F,W,N,1999,N,9164
 09/15/2018,1638,999,,13TH ST/EUCLID AVE,10,M,W,N,1994,Y,9165
 09/15/2018,1600,39000,,US HIGHWAY 36,10,F,W,N,1999,Y,9166
 09/15/2018,1539,39000,,US HIGHWAY 36,10,M,W,N,1993,N,9167
 09/15/2018,1515,1198,,28TH ST/COLORADO AVE,10,F,W,N,1992,N,9168
 09/15/2018,1458,1198,,28TH ST/COLORADO AVE,10,M,W,N,1964,N,9169
 09/15/2018,1342,,,DIAGONAL HWY/FOOTHILLS PKWY,10,F,W,N,1986,Y,9170
 09/15/2018,1253,,,DIAGONAL HWY/FOOTHILLS PKWY,10,F,W,N,1991,Y,9171
