stopdate,stoptime,streetnbr,streetdir,street,Min,sex,race,ethnic,Year of birth,enfaction,rpmainid
 09/15/2018,1236,,,DIAGONAL HWY/FOOTHILLS PKWY,10,M,W,N,1982,N,9172
 09/08/2018,2235,899,,15TH ST/AURORA AVE,10,M,B,N,1999,N,9173
 09/08/2018,2245,799,,14TH ST/CASCADE AVE,10,M,W,N,1991,Y,9174
 09/16/2018,5,1599,,BROADWAY/MARINE ST,10,M,W,H,1980,N,9175
 09/16/2018,42,1999,,23RD ST/PEARL ST,10,,B,N,1965,N,9176
 09/16/2018,140,,,29TH ST/BASELINE RD,30,M,W,N,1990,Y,9177
 09/16/2018,550,1729,,15TH ST,10,M,W,N,1981,N,9178
 09/16/2018,550,1729,,15TH ST,10,M,W,N,1989,N,9179
 09/16/2018,2150,,,28TH ST/BASELINE RD,5,M,W,N,1990,N,9180
 09/16/2018,2223,2998,,BASELINE RD/30TH ST,10,M,W,N,1998,N,9181
 09/17/2018,215,2486,,BASELINE RD,5,M,W,N,1971,N,9182
 09/17/2018,220,2486,,BASELINE RD,5,M,W,N,1970,N,9183
 09/17/2018,220,2486,,BASELINE RD,5,M,W,N,1968,N,9184
 09/16/2018,200,2486,,BASELINE RD,7,M,W,N,1984,N,9185
 09/17/2018,1007,1001,,ARAPAHOE AVE,90,M,W,N,1976,Y,9186
 09/17/2018,1400,1505,,30TH ST,15,M,B,,1994,N,9187
 09/17/2018,800,,,BROADWAY/TABLE MESA,15,M,W,N,1986,Y,9188
 09/17/2018,1448,200 BLK,,FOOTHILLS PKY,15,M,W,H,1981,N,9189
 09/17/2018,1705,899,,20TH ST/BROADWAY,5,F,W,N,1996,N,9190
 09/18/2018,1242,4800,,ARAPAHOE AVE,12,M,W,N,1991,N,9191
 09/18/2018,1902,30TH,,ARAPAHOE RD,10,M,W,N,1995,N,9192
 09/18/2018,906,1699,,BROADWAY/ARAPAHOE AVE,15,F,W,N,1988,N,9193
 09/18/2018,1046,1200,,17TH ST/UNIVERSITY AVE,10,M,W,N,1997,Y,9194
 09/18/2018,1204,1299,,17TH ST/ATHENS ST,10,M,W,N,1997,Y,9195
 09/18/2018,1127,1200,,17TH ST/UNIVERSITY AVE,10,M,B,N,1992,Y,9196
 09/18/2018,1001,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1979,N,9197
 09/18/2018,820,3675,,TABLE MESA DR/HARVARD LN,10,F,W,N,1995,N,9198
 09/18/2018,951,,,FOOTHILLS PKWY/VALMONT RD,10,F,B,N,1972,N,9199
 09/18/2018,1110,,,FOOTHILLS/ARAPAHOE,10,,,,0,,9200
 09/18/2018,1203,,,FOOTHILLS/ARAPAHOE,10,M,W,H,1980,N,9201
 09/18/2018,1337,,,MOHAWK DR/BASELINE RD,10,F,W,N,1962,Y,9202
 09/18/2018,700,1729,,15TH ST,10,F,W,N,1995,N,9203
 09/18/2018,700,1729,,15TH ST,10,M,W,N,1971,N,9204
 09/17/2018,1405,1325,,BROADWAY,10,M,W,N,1964,N,9205
 09/19/2018,1112,,,GREENBRIAR\TOEDTLI,10,M,W,H,2002,Y,9206
 09/19/2018,1216,1400,,GREENBRIAR BLVD/GREENBRIAR CT,10,M,W,H,2001,Y,9207
 09/19/2018,1225,,,FOOTHILLS/ARAPAHOE,10,F,W,N,1972,N,9208
 09/19/2018,1246,,,FOOTHILLS/ARAPAHOE,10,F,W,N,1993,N,9209
 09/19/2018,1000,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1945,N,9210
 09/19/2018,914,698,,FOOTHILLS PKWY/BASELINE RD,10,F,W,N,1950,Y,9211
 09/19/2018,1154,4398,,ARAPAHOE AVE/FOOTHILLS PKWY,10,M,W,N,1990,N,9212
 09/19/2018,1205,,,FOOTHILLS/PEARL,10,M,W,H,1999,N,9213
 09/19/2018,814,2500 BLK,,TABLE MESA,15,F,W,N,1977,N,9214
 09/19/2018,953,1100 BLK,,S BROADWAY,15,F,W,N,1965,Y,9215
 09/19/2018,1058,38000,,US HIGHWAY 36,5,M,W,N,1996,N,9216
 09/19/2018,1245,38000,,US HIGHWAY 36,5,F,W,N,1991,Y,9217
 09/19/2018,1249,38000,,US HIGHWAY 36,15,M,W,N,1999,Y,9218
 09/19/2018,1949,1398,,FOOTHILLS PKWY/COLORADO AVE,9,F,W,N,1986,N,9219
 01/16/2018,2200,2200,,FOLSOM ST,5,F,W,N,1977,Y,9220
 09/19/2018,1950,BROADWAY,,ARAPAHOE AVE,10,F,W,N,1988,N,9221
 09/19/2018,2002,BROADWAY,,UNIVERSITY,10,,,,0,,9222
 09/19/2018,2147,,,BROADWAY/PINE,5,M,W,N,1978,Y,9223
 09/17/2018,2225,900,,CANYON BLVD,5,F,W,N,1993,N,9224
 09/19/2018,2302,1600,,30TH ST,5,M,W,N,1995,Y,9225
 04/11/2018,912,700,,34TH ST,5,M,W,,1988,Y,9226
 04/12/2018,900,3000,,BASELINE RD,5,F,W,N,1966,N,9227
 01/15/2018,1,1200,,CANYON BLVD,10,M,A,N,1992,N,9228
 01/15/2018,1,1200,,CANYON BLVD,10,F,A,N,1995,N,9229
 01/15/2018,1,1200,,CANYON BLVD,10,M,A,N,1993,N,9230
 01/15/2018,2250,2000,,15TH ST,5,M,W,N,1994,Y,9231
 01/16/2018,230,1200,,CANYON BLVD,20,M,W,N,1958,N,9232
 01/16/2018,230,1200,,CANYON BLVD,20,M,W,N,1982,N,9233
 01/16/2018,230,1200,,CANYON BLVD,20,M,W,N,1992,N,9234
 01/21/2018,2135,2700,,PEARL ST,5,F,W,,1997,Y,9235
 08/01/2018,40,1100,,PINE ST,5,M,W,,1991,N,9236
 09/20/2018,820,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1992,N,9237
 09/20/2018,1209,,,28TH ST/COLORADO AVE,10,F,W,N,1953,N,9238
 09/20/2018,842,1100 BLK,,S BROADWAY,15,F,W,N,1990,Y,9239
 09/20/2018,1201,200 BLK,,FOOTHILLS PARKWAY,15,M,W,N,1962,Y,9240
 09/20/2018,1222,200 BLK,,FOOTHILLS PARKWAY,15,F,W,N,1956,N,9241
 09/20/2018,1256,200 BLK,,FOOTHILLS PARKWAY,15,F,W,N,1996,N,9242
 09/20/2018,1321,200 BLK,,FOOTHILLS PARKWAY,15,M,W,N,1986,N,9243
 09/20/2018,1124,2995,,30TH ST,30,M,W,N,1983,N,9244
 09/21/2018,717,2900,,ARAPAHOE AVE,15,M,W,N,1974,N,9245
 09/21/2018,915,1001,,ARAPAHOE AVE,8,,,,1988,,9246
 09/21/2018,915,1001,,ARAPAHOE AVE,8,,,,1959,,9247
 09/20/2018,810,2100,,PINE ST/21ST ST,15,F,W,N,1975,Y,9248
 09/20/2018,1314,599,,MOHAWK DR/LAGUNA PL,15,F,W,N,1937,Y,9249
 09/20/2018,1253,599,,MOHAWK DR/LAGUNA PL,15,F,W,N,1949,Y,9250
 09/21/2018,2348,1369,,28TH ST/TAFT DR,10,M,W,N,1991,Y,9251
 09/21/2018,2237,899,,35TH ST/E AURORA AVE,5,M,W,N,1998,Y,9252
 09/22/2018,7,900,,16TH ST,8,M,W,N,1951,Y,9253
 09/21/2018,112,1138,,13TH ST,7,M,B,N,1975,Y,9254
 09/22/2018,16,1505,,30TH ST,10,M,W,N,1982,N,9255
 09/22/2018,15,1505,,30TH ST,10,F,W,N,1982,Y,9256
 09/22/2018,700,800,,ARAPAHOE AVE,10,F,W,N,1981,N,9257
 09/22/2018,645,1001,,ARAPAHOE AVE,10,F,W,N,1987,N,9258
 09/22/2018,635,1777,,BROADWAY,10,M,W,N,1961,N,9259
 09/22/2018,610,291,,ARAPAHOE AVE,10,F,W,N,1984,N,9260
 09/22/2018,600,291,,ARAPAHOE AVE,10,F,W,N,1977,N,9261
 09/22/2018,745,1369,,28TH ST/TAFT DR,10,M,W,N,1981,N,9262
 09/22/2018,615,291,,ARAPAHOE AVE,5,M,W,N,1982,N,9263
 09/22/2018,655,,,9TH ST/CANYON BLVD,5,M,W,N,1981,N,9264
 09/22/2018,700,800,,ARAPAHOE AVE,10,F,W,H,1981,N,9265
 08/09/2018,1559,3300,,BROADWAY,20,M,W,H,2001,Y,9266
 08/09/2018,2055,2300,,SOUTH ST,15,F,W,N,1996,N,9267
 09/22/2018,2156,4299,,30TH ST/JAY RD,10,F,B,N,1993,N,9268
 09/23/2018,235,1505,,30TH ST,15,F,W,N,1959,N,9269
 09/23/2018,600,1729,,15TH ST,10,F,W,N,1979,N,9270
 09/23/2018,600,1729,,15TH ST,10,M,W,N,1981,N,9271
 09/23/2018,600,1729,,15TH ST,10,M,W,N,1972,N,9272
 09/23/2018,600,1729,,15TH ST,10,F,W,N,1987,N,9273
 09/23/2018,600,1729,,15TH ST,10,M,W,N,1964,N,9274
 09/23/2018,630,1737,,15TH ST,5,M,W,N,1971,N,9275
 09/23/2018,1348,2100,,15TH ST,10,M,W,N,1982,N,9276
 09/23/2018,1905,900,,SPRUCE ST,10,F,W,N,1998,Y,9277
 09/23/2018,1921,,,29TH ST/BASELINE RD,10,M,W,N,1954,N,9278
 09/23/2018,2015,CANYON,,21ST,10,F,A,N,1995,N,9279
 09/23/2018,2045,CANYON,,FOLSOM,10,M,W,N,1990,Y,9280
 09/23/2018,2130,1800,,28TH ST,5,M,W,N,1983,N,9281
 09/24/2018,30,1900,,9TH ST,10,M,B,N,1951,N,9282
 09/23/2018,2341,3800,,ARAPAHOE AVE,20,M,B,N,1994,N,9283
 09/23/2018,2300,3800,,ARAPAHOE AVE,10,M,W,N,1989,N,9284
 09/23/2018,2300,3800,,ARAPAHOE AVE,10,F,W,N,1987,N,9285
 09/23/2018,2300,3800,,ARAPAHOE AVE,20,M,W,N,1981,,9286
 09/24/2018,1146,5198,,ARAPAHOE AVE/RANGE ST,5,F,W,N,1985,Y,9287
 09/24/2018,1043,38000,,US HIGHWAY 36,15,M,W,N,1994,N,9288
 09/24/2018,1305,200 BLK,,FOOTHILLS PARKWAY,15,F,W,N,1997,N,9289
 09/24/2018,744,1999,,BASELINE RD/20TH ST,9,M,W,N,1990,Y,9290
 09/23/2018,2136,1699,,30TH ST/CANYON BLVD,10,M,A,N,1965,N,9291
 09/24/2018,1923,2500,,ARAPAHOE AVE,10,F,W,N,1976,Y,9292
 09/24/2018,1644,3141,,28TH ST,6,M,W,N,1988,Y,9293
 09/25/2018,7,3200,,PEARL PKWY,10,M,W,N,1984,N,9294
 09/25/2018,20,,,18TH ST/BROADWAY,5,M,W,N,1981,N,9295
 09/25/2018,1024,,,DIAGONAL HWY/FOOTHILLS PKWY,15,F,W,N,1943,Y,9296
 09/25/2018,1045,1800 BLK,,LEHIGH ST,5,F,B,N,1974,Y,9297
 09/25/2018,1041,,,"US HWY 36, MM37",10,F,W,N,1988,N,9298
 09/25/2018,1023,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1996,Y,9299
 09/25/2018,840,,,"US HWY 36, MM7",10,F,W,N,1988,Y,9300
 09/25/2018,1324,4698,,BASELINE RD/MOHAWK DR,10,F,W,N,1974,Y,9301
 09/25/2018,1307,4698,,BASELINE RD/MOHAWK DR,10,F,W,N,1971,Y,9302
 09/25/2018,1102,1800 BLK,,LEHIGH ST,15,M,W,H,1984,N,9303
 09/25/2018,1129,1600 BLK,,LEHIGH ST,15,M,W,N,2001,Y,9304
 09/25/2018,1445,,,DIAGONAL HWY/28TH ST,5,F,W,N,1970,Y,9305
 09/14/2018,300,2510,,47TH ST,35,M,W,N,1995,N,9306
 09/25/2018,2250,1698,,30TH ST/CANYON BLVD,15,M,W,N,1996,N,9307
 09/25/2018,2200,1400,,FOLSOM ST,10,M,W,N,1996,Y,9308
 09/26/2018,752,3805,,47TH ST,10,M,W,N,1866,N,9309
 09/26/2018,839,500,,FOOTHILLS PKWY,15,F,W,H,1966,N,9310
 09/26/2018,940,,,"US HWY 36, MM37",10,M,W,N,1999,Y,9311
 09/26/2018,930,,,"US HWY 36, MM37",10,M,W,N,1988,N,9312
 09/26/2018,1000,,,"US HWY 36, MM37",10,M,W,N,1959,Y,9313
 09/26/2018,1059,,,"US HWY 36, MM37",10,F,W,N,1993,Y,9314
 09/26/2018,1115,623,,MANHATTAN DR/MANHATTAN PL,10,F,W,H,1977,N,9315
 09/26/2018,1034,1100 BLK,,S BROADWAY,15,F,W,N,1996,Y,9316
 09/26/2018,1058,1100 BLK,,S BROADWAY,15,M,W,N,1967,N,9317
 09/26/2018,1120,1100 BLK,,S BROADWAY,15,F,W,N,1994,N,9318
 09/26/2018,1150,1100 BLK,,S BROADWAY,5,F,W,N,1950,N,9319
 09/26/2018,1125,1206,,17TH ST/HILLSIDE RD,10,M,W,N,1969,N,9320
 09/26/2018,1623,,,US36/BASELINE,10,M,W,N,1986,N,9321
 09/26/2018,1106,1299,,17TH ST/ATHENS ST,10,M,A,N,1996,N,9322
 09/26/2018,1152,1299,,17TH ST/ATHENS ST,10,M,W,N,1957,Y,9323
 09/26/2018,1114,1200,,17TH ST/UNIVERSITY AVE,10,M,W,N,1999,Y,9324
 09/26/2018,1820,1799,,BROADWAY/CANYON BLVD,20,M,W,N,1981,N,9325
 09/26/2018,1820,1799,,BROADWAY/CANYON BLVD,20,F,W,H,1981,N,9326
 09/26/2018,2100,1598,,28TH ST/ARAPAHOE AVE,10,M,W,N,1970,Y,9327
 09/26/2018,1700,3325,,28TH ST,5,M,W,N,1972,N,9328
 09/26/2018,2251,1598,,28TH ST/ARAPAHOE AVE,8,F,W,N,1997,Y,9329
 09/27/2018,921,3048,,VALMONT RD,20,M,W,N,1988,Y,9330
 09/27/2018,1108,3200,,VALMONT RD,20,M,W,H,1984,Y,9331
 09/27/2018,930,1100 BLK,,S BROADWAY,5,M,W,N,1967,Y,9332
 09/27/2018,735,2598,,BASELINE RD/27TH WAY,8,M,W,H,1975,N,9333
 09/27/2018,1620,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1989,N,9334
 09/27/2018,1342,,,FOOTHILLS PKWY/PEARL PKWY,10,M,W,N,1955,N,9335
 09/27/2018,1723,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,F,W,N,1995,Y,9336
 09/27/2018,2030,1134,,UNIVERSITY AVE,5,M,W,N,0,Y,9337
 09/28/2018,244,1099,,11TH ST/COLLEGE AVE,30,M,B,N,1993,Y,9338
 09/27/2018,1255,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,H,1973,N,9339
 09/27/2018,1325,4740,,PEARL ST,10,F,W,N,1996,N,9340
 09/27/2018,1415,1398,,FOOTHILLS PKWY/COLORADO AVE,10,F,A,N,1976,N,9341
 09/27/2018,1445,1900,,32ND ST/WALNUT ST,10,M,W,N,1969,N,9342
 09/27/2018,1630,4700,,BASELINE RD,10,M,W,N,1991,N,9343
 09/27/2018,1720,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,F,W,N,1971,Y,9344
 09/27/2018,1730,1559,,PATTON DR/PATTON CIR,10,F,W,N,1976,Y,9345
 09/28/2018,910,5298,,ARAPAHOE AVE/PATTON DR,10,M,A,N,1995,Y,9346
 09/28/2018,1236,2939,,BASELINE RD/CANYON CREEK RD,10,F,W,N,1993,N,9347
 09/28/2018,1303,2899,,BASELINE RD/29TH ST,10,F,W,N,1986,Y,9348
 09/28/2018,1322,2939,,BASELINE RD/CANYON CREEK RD,10,F,W,N,1997,Y,9349
 09/28/2018,1221,2939,,BASELINE RD/CANYON CREEK RD,10,F,W,N,1996,N,9350
 09/28/2018,1202,1598,,28TH ST/ARAPAHOE AVE,10,F,W,N,1997,N,9351
 09/28/2018,2050,1359,,28TH FRONTAGE RD/CORDRY CT,10,M,W,N,1957,Y,9352
 09/29/2018,1225,,,DIAGONAL HWY/INDEPENDENCE RD,10,M,W,N,1960,Y,9353
 09/29/2018,1300,,,FOOTHILLS PKWY/VALMONT RD,10,F,W,N,2001,N,9354
 09/29/2018,1320,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1973,N,9355
 09/29/2018,730,1750,,15TH ST,20,M,W,N,1971,Y,9356
 09/29/2018,745,1560,,BROADWAY,20,M,W,N,1990,Y,9357
 09/29/2018,1050,1777,,BROADWAY,20,M,W,N,1979,Y,9358
 09/29/2018,1050,1777,,BROADWAY,90,M,W,N,1988,Y,9359
 09/29/2018,2025,1699,,BROADWAY/ARAPAHOE AVE,10,M,B,N,1991,Y,9360
 09/30/2018,227,2100,,BROADWAY,5,F,W,N,1981,Y,9361
 09/30/2018,1235,1100,,ARAPAHOE AVE,5,M,B,N,1966,Y,9362
 09/30/2018,1222,,,,10,M,W,N,1952,Y,9363
 09/30/2018,1222,,,,10,F,W,N,1989,Y,9364
 09/30/2018,2200,2900,,CANYON BLVD,5,F,W,N,1993,N,9365
 10/01/2018,400,2486,,BASELINE RD,10,M,W,N,1967,N,9366
 10/01/2018,1050,,,30TH ST/ARAPAHOE AVE,10,F,W,N,1959,N,9367
 10/01/2018,1020,1198,,28TH ST/COLORADO AVE,10,M,W,N,1993,N,9368
 10/01/2018,1003,,,HWY 157/SIOUX DR,10,F,W,N,1997,Y,9369
 10/01/2018,850,2499,,55TH ST/FLATIRON PKWY,10,M,W,N,1991,Y,9370
 10/01/2018,827,2999,,34TH ST/VALMONT RD,10,F,W,H,1991,N,9371
 10/01/2018,817,4199,,VALMONT RD/CENTER GREEN DR,10,F,W,N,1970,N,9372
 10/01/2018,801,4199,,VALMONT RD/CENTER GREEN DR,10,M,W,N,1985,Y,9373
 08/11/2018,2228,3299,,ENDICOTT DR/FINDLAY WAY,5,M,W,N,1996,Y,9374
 08/31/2018,1150,4235,,MOORHEAD AVE,5,M,W,N,1997,N,9375
 10/01/2018,1115,200 BLK,,FOOTHILLS PKY,15,F,W,N,1987,N,9376
 10/01/2018,1203,200 BLK,,FOOTHILLS PKY,15,M,W,N,1966,N,9377
 10/01/2018,1500,,,DIAGONAL HWY/FOOTHILLS PKWY ON RAMP,15,M,W,H,1997,Y,9378
 10/01/2018,1430,,,DIAGONAL HWY/INDEPENDENCE RD,10,F,W,H,1976,N,9379
 10/01/2018,1456,200 BLK,,FOOTHILLS PKY,15,F,W,N,1992,N,9380
 10/01/2018,1526,200 BLK,,FOOTHILLS PKY,15,M,W,N,1996,N,9381
 10/01/2018,1330,699,,30TH ST/BASELINE RD,7,M,W,H,1962,Y,9382
 10/01/2018,1434,789,,30TH ST/CANYON CREEK RD,7,M,W,N,1994,Y,9383
 10/01/2018,1525,699,,30TH ST/BASELINE RD,7,M,W,N,1996,Y,9384
 10/01/2018,1720,3900,,TABLE MESA DR,10,M,W,N,1975,N,9385
 10/01/2018,1610,1699,,30TH ST/CANYON BLVD,7,M,W,H,1995,N,9386
 10/02/2018,1003,2486,,BASELINE RD,5,M,W,N,1983,N,9387
 10/02/2018,744,2046,,20TH ST/PEARL | SPRUCE ALLEY,15,M,W,N,2001,Y,9388
 10/02/2018,1111,1709,,15TH ST/ARAPAHOE | GROVE ALLEY,10,M,W,N,1998,N,9389
 10/02/2018,848,,,"HWY US 36, MM38.4",10,F,W,N,1995,N,9390
 10/02/2018,1038,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1994,N,9391
 10/02/2018,1118,4141,,ARAPAHOE AVE,10,M,W,N,1969,Y,9392
 10/02/2018,1240,789,,30TH ST/CANYON CREEK RD,10,F,W,H,1984,N,9393
 10/02/2018,1300,,,28TH/COLORADO AVE,10,F,W,N,1994,N,9394
 10/02/2018,1315,,,28TH/COLORADO AVE,10,M,B,N,1995,N,9395
 10/02/2018,1330,,,28TH/COLORADO AVE,10,F,W,N,1974,Y,9396
 10/02/2018,1356,,,PENNSYLVANIA AVE/28TH ST,10,M,W,N,1991,N,9397
 10/02/2018,859,300 BLK,,FOOTHILLS PKY,15,F,W,N,1976,Y,9398
 09/17/2018,1035,1000,,LEE HILL DR,15,M,W,N,1971,N,9399
 09/17/2018,1255,1900,,FOLSOM ST,15,F,W,N,1985,Y,9400
 10/02/2018,1457,,,LUDLOW ST/S BROADWAY,10,M,B,N,1965,Y,9401
 10/02/2018,1540,1399,,GILLASPIE DR/EMERSON AVE,10,F,W,N,2001,Y,9402
 10/02/2018,1722,6400,,ARAPAHOE,10,M,A,N,1967,N,9403
 10/02/2018,1731,6400,,ARAPAHOE,15,M,W,N,1967,N,9404
 10/03/2018,104,,,FOOTHILLS PKWY/ARAPAHOE AVE,12,F,W,N,1989,N,9405
 10/01/2018,2247,3679,,BROADWAY/LINDEN AVE,20,M,W,N,1984,N,9406
 10/01/2018,2200,4747,,ARAPAHOE AVE,15,M,B,N,1989,N,9407
 10/02/2018,100,6130,,63RD ST,15,M,W,N,1991,N,9408
 10/02/2018,100,6150,,63RD ST,15,F,W,N,1993,N,9409
 10/02/2018,2300,3250,,28TH ST,5,M,W,N,1972,N,9410
 10/02/2018,2345,1750,,33RD ST,8,F,W,N,1960,N,9411
 10/02/2018,2345,1750,,33RD ST,8,M,W,N,1970,N,9412
 10/03/2018,1135,1813,,CANYON BLVD,15,M,W,N,1988,N,9413
 09/30/2018,15,1100,,11TH ST,5,F,W,N,1997,Y,9414
 10/03/2018,1440,699,,30TH ST/BASELINE RD,10,F,W,N,1982,Y,9415
 10/03/2018,1415,699,,30TH ST/BASELINE RD,10,M,W,N,1952,Y,9416
 10/03/2018,1450,699,,30TH ST/BASELINE RD,10,M,W,N,1986,N,9417
 10/03/2018,1500,,,FOOTHILLS PKWY/COLORADO AVE,15,M,W,N,1968,N,9418
 10/03/2018,1730,1400,,WALNUT ST,5,M,W,N,1994,Y,9419
 10/03/2018,1636,,,28TH STREET/JAY ROAD,15,M,W,H,1982,Y,9420
 10/04/2018,355,1799,,BROADWAY/CANYON BLVD,10,M,W,N,1991,N,9421
 10/04/2018,415,1001,,ARAPAHOE AVE,5,M,W,N,1980,N,9422
 09/15/2018,2055,,,18TH ST/CANYON BLVD,5,M,W,N,1982,N,9423
 10/03/2018,2345,,,DIAGONAL HWY/JAY RD,5,F,W,N,1993,N,9424
 10/03/2018,2310,2398,,30TH ST/MAPLETON AVE,5,M,W,N,1980,N,9425
 10/04/2018,215,,,38TH ST/ARAPAHOE AVE,10,M,B,N,1994,N,9426
 10/04/2018,1000,,,30TH ST/ARAPAHOE AVE,5,M,W,N,1971,N,9427
 10/04/2018,850,869,,BROADWAY/REGENT DR,5,F,W,N,1958,N,9428
 10/04/2018,805,2499,,WALNUT ST/FOLSOM ST,10,F,W,N,2001,Y,9429
 10/04/2018,1018,,,CO 157 / PEARL,20,M,W,N,1964,N,9430
 10/03/2018,1800,1400,,LEE HILL DR,10,M,W,N,1993,Y,9431
 10/03/2018,1735,1400,,LEE HILL DR,10,F,W,N,1969,Y,9432
 10/04/2018,1310,,,BASELINE RD/BROADWAY,10,F,W,H,1969,N,9433
 10/04/2018,1257,2899,,BASELINE RD/29TH ST,10,M,W,N,1951,N,9434
 10/04/2018,1237,2999,,BASELINE RD/30TH ST,10,M,A,N,1973,N,9435
 10/04/2018,1159,3999,,GREENBRIAR BLVD/GILLASPIE DR,20,M,W,N,1995,N,9436
 10/04/2018,1142,3999,,GREENBRIAR BLVD/GILLASPIE DR,10,F,W,N,1947,Y,9437
 10/04/2018,1247,2939,,BASELINE RD/CANYON CREEK RD,10,M,W,N,1954,N,9438
 10/04/2018,1307,2939,,BASELINE RD/CANYON CREEK RD,10,F,W,N,1991,N,9439
 10/04/2018,1320,2939,,BASELINE RD/CANYON CREEK RD,10,M,W,N,1999,N,9440
 10/04/2018,1338,2598,,BASELINE RD/27TH WAY,10,F,W,N,1984,N,9441
 10/04/2018,1620,1000,,ROSEWOOD AVE,5,M,W,N,1971,,9442
 10/04/2018,1718,2899,,BASELINE RD/29TH ST,10,M,W,N,1963,N,9443
 10/04/2018,1641,2939,,BASELINE RD/CANYON CREEK RD,15,F,W,H,1999,N,9444
 10/04/2018,1615,,,PEARL ST/28TH ST,1,M,W,N,1985,N,9445
 10/04/2018,2215,1399,,BROADWAY/UNIVERSITY AVE,5,M,W,N,1953,N,9446
 10/04/2018,2255,1649,,9TH ST/MARINE | ARAPAHOE ALLEY,5,M,W,N,1985,Y,9447
 10/04/2018,2300,,,9TH/CANYON,5,F,W,N,1972,N,9448
 10/04/2018,2333,2600,,JUNCTION PL,10,F,W,N,1974,Y,9449
 10/04/2018,2333,2600,,JUNCTION PL,10,M,W,N,1979,Y,9450
 10/05/2018,45,1050,,16TH ST/BROADWAY,9,F,W,N,1998,Y,9451
 10/05/2018,405,1575,,30TH ST,5,M,B,N,1990,N,9452
 10/04/2018,2311,1575,,30TH ST,25,M,W,N,1980,N,9453
 10/04/2018,2311,1575,,30TH ST,25,M,W,N,1985,N,9454
 10/04/2018,2311,1575,,30TH ST,25,F,W,N,1990,N,9455
 10/05/2018,425,1575,,30TH ST,10,M,W,N,1982,N,9456
 09/12/2018,2300,,,,3,M,W,N,1979,,9457
 09/13/2018,2300,1600,,WALNUT ST,0,M,W,N,1979,N,9458
 10/04/2018,2205,1500,,WALNUT ST,4,F,W,N,1968,N,9459
 10/04/2018,1555,2719,,BASELINE RD/HWY 36 EB ON RP @ BASELINE WB,10,M,W,N,2002,N,9460
 10/04/2018,1625,2598,,BASELINE RD/27TH WAY,10,F,W,N,1949,N,9461
 10/04/2018,1655,2598,,BASELINE RD/27TH WAY,10,M,W,N,1965,N,9462
 10/04/2018,1710,2598,,BASELINE RD/27TH WAY,10,F,W,N,1942,N,9463
 10/04/2018,1730,2598,,BASELINE RD/27TH WAY,10,M,W,N,1960,N,9464
 10/04/2018,1750,4698,,BASELINE RD/MOHAWK DR,10,F,W,N,1991,Y,9465
 10/05/2018,2126,1500,,BROADWAY,10,F,W,N,2002,Y,9466
 10/05/2018,2055,3600,,PEARL PKWY,3,F,W,N,1963,N,9467
 10/05/2018,2144,4500,,19TH ST,11,F,W,N,1988,Y,9468
 10/04/2018,714,800,,FOOTHILLS PKWY,10,M,W,N,1970,Y,9469
 06/07/2018,2105,1500,,WALNUT ST,10,M,W,H,1958,N,9470
 10/06/2018,1147,,,DIAGONAL HWY/FOOTHILLS PKWY,10,M,W,H,1996,N,9471
 10/06/2018,1300,1599,,FOLSOM ST/ARAPAHOE AVE,10,M,W,N,1988,N,9472
 10/06/2018,1750,999,,13TH ST/EUCLID AVE,5,M,W,N,1997,Y,9473
 10/06/2018,1156,,,DIAGONAL HWY/FOOTHILLS PKWY,20,M,W,N,1975,N,9474
 10/06/2018,1920,2199,,11TH ST/PINE ST,5,F,W,H,1999,Y,9475
 10/06/2018,1715,3400,,IRIS AVE,25,F,W,N,1990,Y,9476
 10/06/2018,1810,3320,,28TH ST,10,M,B,N,1996,N,9477
 10/06/2018,2145,,,28TH ST/PEARL ST,5,F,W,N,2001,N,9478
 10/07/2018,1800,2900,,BASELINE RD,5,M,W,N,1972,Y,9479
 10/03/2018,415,3000,,IRIS AVE,5,M,W,N,1968,N,9480
 10/03/2018,415,3000,,IRIS AVE,5,F,W,N,1991,N,9481
 10/06/2018,2200,3385,,30TH ST,20,M,W,N,1996,N,9482
 10/04/2018,1309,,,DIAGONAL HWY/INDEPENDENCE RD,10,F,W,N,1959,N,9483
 10/04/2018,1240,1698,,30TH ST/CANYON BLVD,10,M,W,N,1988,Y,9484
 10/04/2018,1210,1099,,28TH FRONTAGE RD/E COLLEGE AVE,10,F,W,N,1980,N,9485
 10/04/2018,1152,1198,,28TH ST/COLORADO AVE,10,F,W,N,1998,N,9486
 10/04/2018,1135,1198,,28TH ST/COLORADO AVE,10,M,W,N,1976,Y,9487
 10/08/2018,1852,1399,,BROADWAY/UNIVERSITY AVE,10,F,W,N,1986,N,9488
 10/09/2018,740,3399,,19TH ST/IRIS AVE,8,F,W,N,1955,N,9489
